"Date Reported","Region","Borough/Census Area","Community","All Cases"
06/25/2020,Anchorage,Anchorage Municipality,Eagle River,1
06/25/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
06/25/2020,Interior,Fairbanks North Star Borough,Fairbanks,2
06/25/2020,Interior,Fairbanks North Star Borough,North Pole,1
06/25/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
06/25/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,3
06/25/2020,Southeast,Juneau City and Borough,Juneau,2
06/25/2020,Southeast,Sitka City and Borough,Sitka,1
06/26/2020,Anchorage,Anchorage Municipality,Anchorage,10
06/26/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
06/26/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
06/26/2020,Interior,Fairbanks North Star Borough,Fairbanks,1
06/26/2020,Interior,Yukon-Koyukuk Census Area,Other,1
06/26/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
06/26/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
06/26/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
06/26/2020,Southwest,Bethel Census Area,Bethel,1
06/27/2020,Anchorage,Anchorage Municipality,Anchorage,15
06/27/2020,Gulf Coast,Chugach Census Area,Valdez,1
06/27/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
06/27/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
06/27/2020,Interior,Fairbanks North Star Borough,Fairbanks,2
06/27/2020,Interior,Fairbanks North Star Borough,North Pole,1
06/27/2020,Interior,Southeast Fairbanks Census Area,Delta Junction,2
06/27/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
06/27/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
06/27/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
06/27/2020,Southeast,Juneau City and Borough,Juneau,1
06/28/2020,Anchorage,Anchorage Municipality,Anchorage,6
06/28/2020,Anchorage,Anchorage Municipality,Eagle River,1
06/28/2020,Gulf Coast,Kenai Peninsula Borough,Seward,8
06/28/2020,Interior,Fairbanks North Star Borough,Fairbanks,1
06/28/2020,Interior,Fairbanks North Star Borough,North Pole,1
06/28/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,1
06/28/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,2
06/28/2020,Northern,Nome Census Area,Other,1
06/29/2020,Anchorage,Anchorage Municipality,Anchorage,21
06/29/2020,Anchorage,Anchorage Municipality,Eagle River,1
06/29/2020,Gulf Coast,Copper River Census Area,Other,1
06/29/2020,Gulf Coast,Kenai Peninsula Borough,Seward,4
06/29/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
06/29/2020,Interior,Fairbanks North Star Borough,Fairbanks,5
06/29/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
06/29/2020,Southeast,Juneau City and Borough,Juneau,1
06/30/2020,Anchorage,Anchorage Municipality,Anchorage,15
06/30/2020,Anchorage,Anchorage Municipality,Eagle River,2
06/30/2020,Gulf Coast,Kenai Peninsula Borough,Homer,1
06/30/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,2
06/30/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
06/30/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
06/30/2020,Interior,Fairbanks North Star Borough,Fairbanks,3
06/30/2020,Interior,Southeast Fairbanks Census Area,Tok,3
06/30/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
06/30/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
06/30/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
06/30/2020,Northern,Nome Census Area,Nome,1
06/30/2020,Northern,Northwest Arctic Borough,Other,1
06/30/2020,Southeast,Ketchikan Gateway Borough,Ketchikan,1
07/01/2020,Anchorage,Anchorage Municipality,Anchorage,13
07/01/2020,Anchorage,Anchorage Municipality,Chugiak,1
07/01/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/01/2020,Gulf Coast,Kenai Peninsula Borough,Other North,1
07/01/2020,Gulf Coast,Kenai Peninsula Borough,Seward,3
07/01/2020,Interior,Fairbanks North Star Borough,Fairbanks,1
07/01/2020,Interior,Fairbanks North Star Borough,North Pole,1
07/01/2020,Interior,Southeast Fairbanks Census Area,Tok,2
07/01/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,4
07/01/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,9
07/01/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
07/01/2020,Southeast,Sitka City and Borough,Sitka,1
07/02/2020,Anchorage,Anchorage Municipality,Anchorage,19
07/02/2020,Anchorage,Anchorage Municipality,Eagle River,2
07/02/2020,Gulf Coast,Copper River Census Area,Other,1
07/02/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
07/02/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
07/02/2020,Interior,Fairbanks North Star Borough,Fairbanks,11
07/02/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/02/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
07/02/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
07/02/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
07/02/2020,Northern,Nome Census Area,Nome,1
07/02/2020,Southeast,Juneau City and Borough,Juneau,1
07/02/2020,Southwest,Bethel Census Area,Bethel,1
07/02/2020,Southwest,Kusilvak Census Area,Other,1
07/03/2020,Anchorage,Anchorage Municipality,Anchorage,31
07/03/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
07/03/2020,Interior,Fairbanks North Star Borough,Fairbanks,5
07/03/2020,Interior,Yukon-Koyukuk Census Area,Other,1
07/03/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/03/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
07/03/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
07/03/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Other,2
07/03/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
07/03/2020,Southeast,Juneau City and Borough,Juneau,1
07/03/2020,Southeast,Petersburg Borough,Petersburg,1
07/03/2020,Southwest,Bethel Census Area,Other,1
07/03/2020,Southwest,Bristol Bay plus Lake and Peninsula,Other,1
07/04/2020,Anchorage,Anchorage Municipality,Anchorage,22
07/04/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
07/04/2020,Interior,Fairbanks North Star Borough,Fairbanks,2
07/04/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/05/2020,Anchorage,Anchorage Municipality,Anchorage,19
07/05/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/05/2020,Gulf Coast,Kenai Peninsula Borough,Sterling,1
07/05/2020,Interior,Fairbanks North Star Borough,Fairbanks,3
07/05/2020,Interior,Fairbanks North Star Borough,North Pole,2
07/05/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,1
07/06/2020,Anchorage,Anchorage Municipality,Anchorage,11
07/06/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/06/2020,Gulf Coast,Chugach Census Area,Cordova,1
07/06/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/06/2020,Interior,Yukon-Koyukuk Census Area,Other,1
07/06/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
07/06/2020,Southeast,Ketchikan Gateway Borough,Ketchikan,1
07/07/2020,Anchorage,Anchorage Municipality,Anchorage,17
07/07/2020,Anchorage,Anchorage Municipality,Chugiak,1
07/07/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/07/2020,Gulf Coast,Chugach Census Area,Cordova,1
07/07/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,6
07/07/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,3
07/07/2020,Interior,Fairbanks North Star Borough,Fairbanks,2
07/07/2020,Interior,Fairbanks North Star Borough,North Pole,3
07/07/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,3
07/07/2020,Northern,Northwest Arctic Borough,Other,1
07/07/2020,Southwest,Aleutians West Census Area,Unalaska,1
07/07/2020,Southwest,Kusilvak Census Area,Other,1
07/08/2020,Anchorage,Anchorage Municipality,Anchorage,22
07/08/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/08/2020,Gulf Coast,Kenai Peninsula Borough,Homer,1
07/08/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,2
07/08/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/08/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,2
07/08/2020,Gulf Coast,Kenai Peninsula Borough,Sterling,1
07/08/2020,Interior,Fairbanks North Star Borough,Fairbanks,7
07/08/2020,Interior,Fairbanks North Star Borough,North Pole,1
07/08/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
07/08/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
07/08/2020,Northern,Nome Census Area,Nome,1
07/08/2020,Southeast,Petersburg Borough,Petersburg,1
07/08/2020,Southwest,Bethel Census Area,Bethel,1
07/09/2020,Anchorage,Anchorage Municipality,Anchorage,22
07/09/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/09/2020,Gulf Coast,Kenai Peninsula Borough,Homer,2
07/09/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,3
07/09/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/09/2020,Interior,Fairbanks North Star Borough,Fairbanks,13
07/09/2020,Interior,Fairbanks North Star Borough,North Pole,2
07/09/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/09/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,3
07/09/2020,Northern,Nome Census Area,Nome,1
07/09/2020,Northern,Nome Census Area,Other,1
07/10/2020,Anchorage,Anchorage Municipality,Anchorage,28
07/10/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/10/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
07/10/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
07/10/2020,Interior,Fairbanks North Star Borough,Fairbanks,22
07/10/2020,Interior,Fairbanks North Star Borough,North Pole,2
07/10/2020,Interior,Yukon-Koyukuk Census Area,Other,2
07/10/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/10/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
07/10/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
07/10/2020,Southeast,Juneau City and Borough,Juneau,1
07/10/2020,Southwest,Bethel Census Area,Bethel,1
07/11/2020,Anchorage,Anchorage Municipality,Anchorage,29
07/11/2020,Anchorage,Anchorage Municipality,Chugiak,2
07/11/2020,Anchorage,Anchorage Municipality,Eagle River,3
07/11/2020,Gulf Coast,Chugach Census Area,Cordova,2
07/11/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,3
07/11/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/11/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,4
07/11/2020,Gulf Coast,Kodiak Island Borough,Kodiak,1
07/11/2020,Interior,Fairbanks North Star Borough,Fairbanks,19
07/11/2020,Interior,Fairbanks North Star Borough,North Pole,2
07/11/2020,Interior,Fairbanks North Star Borough,Other,1
07/11/2020,Interior,Yukon-Koyukuk Census Area,Other,6
07/11/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,7
07/11/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
07/11/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Other,1
07/11/2020,Northern,Nome Census Area,Nome,1
07/11/2020,Northern,Nome Census Area,Other,2
07/11/2020,Southeast,Juneau City and Borough,Juneau,3
07/11/2020,Southwest,Bethel Census Area,Other,1
07/12/2020,Anchorage,Anchorage Municipality,Anchorage,25
07/12/2020,Anchorage,Anchorage Municipality,Chugiak,3
07/12/2020,Anchorage,Anchorage Municipality,Eagle River,3
07/12/2020,Anchorage,Anchorage Municipality,Girdwood,1
07/12/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/12/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/12/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
07/12/2020,Gulf Coast,Kodiak Island Borough,Kodiak,1
07/12/2020,Interior,Fairbanks North Star Borough,Fairbanks,11
07/12/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/12/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,5
07/12/2020,Northern,North Slope Borough,Utqiagvik,1
07/12/2020,Northern,Northwest Arctic Borough,Other,1
07/12/2020,Southwest,Bethel Census Area,Bethel,1
07/12/2020,Southwest,Bethel Census Area,Other,1
07/12/2020,Southwest,Bristol Bay plus Lake and Peninsula,Other,2
07/13/2020,Anchorage,Anchorage Municipality,Anchorage,19
07/13/2020,Gulf Coast,Copper River Census Area,Other,2
07/13/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,5
07/13/2020,Gulf Coast,Kenai Peninsula Borough,Sterling,1
07/13/2020,Interior,Fairbanks North Star Borough,Fairbanks,7
07/13/2020,Interior,Yukon-Koyukuk Census Area,Other,1
07/13/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/13/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
07/13/2020,Southeast,Juneau City and Borough,Juneau,1
07/14/2020,Anchorage,Anchorage Municipality,Anchorage,33
07/14/2020,Anchorage,Anchorage Municipality,Eagle River,3
07/14/2020,Gulf Coast,Copper River Census Area,Other,3
07/14/2020,Interior,Fairbanks North Star Borough,Fairbanks,5
07/14/2020,Interior,Yukon-Koyukuk Census Area,Other,2
07/14/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,2
07/14/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Willow,1
07/14/2020,Southeast,Juneau City and Borough,Juneau,1
07/14/2020,Southwest,Kusilvak Census Area,Other,1
07/15/2020,Anchorage,Anchorage Municipality,Anchorage,21
07/15/2020,Anchorage,Anchorage Municipality,Chugiak,1
07/15/2020,Gulf Coast,Copper River Census Area,Other,2
07/15/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,3
07/15/2020,Gulf Coast,Kenai Peninsula Borough,Nikiski,1
07/15/2020,Gulf Coast,Kenai Peninsula Borough,Other South,1
07/15/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/15/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,4
07/15/2020,Gulf Coast,Kenai Peninsula Borough,Sterling,1
07/15/2020,Interior,Fairbanks North Star Borough,Fairbanks,17
07/15/2020,Interior,Fairbanks North Star Borough,North Pole,6
07/15/2020,Interior,Yukon-Koyukuk Census Area,Other,2
07/15/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/15/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,1
07/15/2020,Northern,Northwest Arctic Borough,Kotzebue,1
07/16/2020,Anchorage,Anchorage Municipality,Anchorage,18
07/16/2020,Anchorage,Anchorage Municipality,Chugiak,1
07/16/2020,Anchorage,Anchorage Municipality,Eagle River,4
07/16/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/16/2020,Gulf Coast,Kenai Peninsula Borough,Other North,1
07/16/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
07/16/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,1
07/16/2020,Interior,Fairbanks North Star Borough,Fairbanks,3
07/16/2020,Interior,Yukon-Koyukuk Census Area,Other,1
07/16/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,5
07/16/2020,Southeast,Juneau City and Borough,Juneau,3
07/16/2020,Southeast,Sitka City and Borough,Sitka,2
07/17/2020,Anchorage,Anchorage Municipality,Anchorage,31
07/17/2020,Anchorage,Anchorage Municipality,Chugiak,1
07/17/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/17/2020,Gulf Coast,Copper River Census Area,Other,2
07/17/2020,Gulf Coast,Kenai Peninsula Borough,Other North,1
07/17/2020,Gulf Coast,Kenai Peninsula Borough,Other South,1
07/17/2020,Gulf Coast,Kenai Peninsula Borough,Seward,2
07/17/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,4
07/17/2020,Interior,Fairbanks North Star Borough,Fairbanks,9
07/17/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
07/17/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,4
07/17/2020,Northern,North Slope Borough,Utqiagvik,1
07/17/2020,Southeast,Juneau City and Borough,Juneau,2
07/17/2020,Southeast,Ketchikan Gateway Borough,Ketchikan,1
07/18/2020,Anchorage,Anchorage Municipality,Anchorage,40
07/18/2020,Anchorage,Anchorage Municipality,Eagle River,3
07/18/2020,Gulf Coast,Kenai Peninsula Borough,Homer,1
07/18/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/18/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,3
07/18/2020,Interior,Fairbanks North Star Borough,Fairbanks,9
07/18/2020,Interior,Southeast Fairbanks Census Area,Other,1
07/18/2020,Interior,Yukon-Koyukuk Census Area,Other,10
07/18/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
07/18/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
07/18/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
07/18/2020,Northern,Nome Census Area,Other,1
07/18/2020,Southeast,Juneau City and Borough,Juneau,4
07/18/2020,Southeast,Ketchikan Gateway Borough,Ketchikan,1
07/19/2020,Anchorage,Anchorage Municipality,Anchorage,48
07/19/2020,Anchorage,Anchorage Municipality,Chugiak,2
07/19/2020,Gulf Coast,Kenai Peninsula Borough,Homer,1
07/19/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,2
07/19/2020,Gulf Coast,Kenai Peninsula Borough,Other North,1
07/19/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/19/2020,Gulf Coast,Kenai Peninsula Borough,Sterling,1
07/19/2020,Interior,Denali Borough,Other,1
07/19/2020,Interior,Fairbanks North Star Borough,Fairbanks,7
07/19/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,1
07/19/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
07/19/2020,Southeast,Juneau City and Borough,Juneau,1
07/19/2020,Southwest,Bristol Bay plus Lake and Peninsula,Other,1
07/20/2020,Anchorage,Anchorage Municipality,Anchorage,65
07/20/2020,Anchorage,Anchorage Municipality,Eagle River,1
07/20/2020,Gulf Coast,Kenai Peninsula Borough,Homer,2
07/20/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/20/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/20/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,3
07/20/2020,Interior,Fairbanks North Star Borough,Fairbanks,4
07/20/2020,Interior,Southeast Fairbanks Census Area,Other,1
07/20/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,5
07/20/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Sutton-Alpine,1
07/20/2020,Northern,North Slope Borough,Other,1
07/20/2020,Northern,Northwest Arctic Borough,Kotzebue,1
07/20/2020,Southeast,Juneau City and Borough,Juneau,1
07/20/2020,Southeast,Sitka City and Borough,Sitka,1
07/20/2020,Southwest,Aleutians East Borough,Other,1
07/20/2020,Southwest,Bethel Census Area,Other,1
07/21/2020,Anchorage,Anchorage Municipality,Anchorage,40
07/21/2020,Anchorage,Anchorage Municipality,Chugiak,1
07/21/2020,Anchorage,Anchorage Municipality,Eagle River,2
07/21/2020,Gulf Coast,Copper River Census Area,Other,11
07/21/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/21/2020,Gulf Coast,Kenai Peninsula Borough,Seward,1
07/21/2020,Gulf Coast,Kenai Peninsula Borough,Soldotna,4
07/21/2020,Interior,Fairbanks North Star Borough,Fairbanks,9
07/21/2020,Interior,Fairbanks North Star Borough,North Pole,1
07/21/2020,Interior,Yukon-Koyukuk Census Area,Other,4
07/21/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
07/21/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
07/21/2020,Northern,North Slope Borough,Utqiagvik,1
07/21/2020,Southeast,Juneau City and Borough,Juneau,6
07/21/2020,Southeast,Ketchikan Gateway Borough,Ketchikan,3
07/21/2020,Southeast,Sitka City and Borough,Sitka,2
07/22/2020,Anchorage,Anchorage Municipality,Anchorage,28
07/22/2020,Anchorage,Anchorage Municipality,Chugiak,2
07/22/2020,Anchorage,Anchorage Municipality,Girdwood,1
07/22/2020,Gulf Coast,Chugach Census Area,Other,1
07/22/2020,Gulf Coast,Copper River Census Area,Other,3
07/22/2020,Gulf Coast,Kenai Peninsula Borough,Other South,1
07/22/2020,Interior,Fairbanks North Star Borough,Fairbanks,10
07/22/2020,Interior,Fairbanks North Star Borough,North Pole,3
07/22/2020,Interior,Southeast Fairbanks Census Area,Other,1
07/22/2020,Interior,Yukon-Koyukuk Census Area,Other,4
07/22/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Palmer Area,2
07/22/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,6
07/22/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Houston/Big Lake Area,1
07/22/2020,Northern,Northwest Arctic Borough,Other,1
07/23/2020,Anchorage,Anchorage Municipality,Anchorage,33
07/23/2020,Gulf Coast,Chugach Census Area,Cordova,1
07/23/2020,Gulf Coast,Copper River Census Area,Other,1
07/23/2020,Gulf Coast,Kenai Peninsula Borough,Kenai,1
07/23/2020,Gulf Coast,Kenai Peninsula Borough,Seward,6
07/23/2020,Interior,Fairbanks North Star Borough,Fairbanks,4
07/23/2020,Interior,Fairbanks North Star Borough,North Pole,1
07/23/2020,Interior,Yukon-Koyukuk Census Area,Other,1
07/23/2020,Matanuska-Susitna,Matanuska-Susitna Borough,Greater Wasilla Area,1
07/23/2020,Northern,Nome Census Area,Other,1
07/23/2020,Southeast,Juneau City and Borough,Juneau,1
